Unnamed: 0,belongs_to_collection,budget,genres,homepage,id,tconst,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,return,sub_genres,Rating,numVotes,poster_path,,,,,Rating5
5481,,15000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/spirited-away,129,tt0245429,ja,?ìâ?ü¿?ìâ??ï?ü«?Ñ??Üá?üù,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,41.048867,"[{'name': 'Studio Ghibli', 'id': 10342}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",7/20/2001,274925095,125,"[{'iso_639_1': 'ja', 'name': 'µùÑµ£¼?¬?'}]",Released,The tunnel led Chihiro to a mysterious town...,Spirited Away,FALSE,8.3,3968,2001,18.32833967,fantasy/monster/,8.6,531797,http://image.tmdb.org/t/p/w185//ynXoOxmDHNQ4UAy0oU6avW71HVW.jpg,,,,,4.3
926,,3180000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,1585,tt0038650,en,It's a Wonderful Life,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",15.031588,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Liberty Films (II)', 'id': 11770}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/20/1946,9644124,130,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,FALSE,8,1103,1946,3.032743396,alien/robot/robot/time_travel/fantasy/,8.6,339503,http://image.tmdb.org/t/p/w185//qRitcyVpWdL7bSV7akDcKTR2YxL.jpg,,,,,4.3
30096,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,27937,tt0080037,ru,?ó???é ?ü?????ï?? ?£?Ä???à?????â??????,"A philosophical and poetic portrait of the famous (or maybe infamous?) Baron Munchhausen. His crazy, yet very merriment, stories, views and behavior is what sets him apart from others. He becomes alienated from the society that failed to grasp his brilliance. In fact, his brilliance is what underlines the faults with the society itself. It's a beautiful yet tragic story that is filled with dense and intellectual dialogue.",1.247706,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1/1/1979,,142,"[{'iso_639_1': 'ru', 'name': 'P?â?ü?ü??????'}]",Released,,That Munchhausen,FALSE,7.8,16,1979,,alien/robot/robot/dystopian/fantasy/,8.6,2662,http://image.tmdb.org/t/p/w185//fq8tzhPZFPPkDB5Zpo28TnUyQx3.jpg,,,,,4.3
22879,,165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.interstellarmovie.net/,157336,tt0816692,en,Interstellar,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,32.213481,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Syncopy', 'id': 9996}, {'name': 'Lynda Obst Productions', 'id': 13769}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",11/5/2014,675120017,169,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mankind was born on Earth. It was never meant to die here.,Interstellar,FALSE,8.1,11187,2014,4.091636467,alien/space/space/robot/robot/time_travel/,8.6,1230848,http://image.tmdb.org/t/p/w185//nBNZadXqJSdt05SHLqgT0HuC5Gm.jpg,,,,,4.3
1225,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'}",19000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",http://www.backtothefuture.com/movies/backtothefuture1,105,tt0088763,en,Back to the Future,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",25.778509,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'U-Drive Productions', 'id': 20448}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/3/1985,381109762,116,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He's the only kid ever to get into trouble before he was born.,Back to the Future,FALSE,8,6239,1985,20.05840853,robot/robot/time_travel/dystopian/,8.5,895491,http://image.tmdb.org/t/p/w185//pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg,,,,,4.25
1171,"{'id': 8091, 'name': 'Alien Collection', 'poster_path': '/iVzIeC3PbG9BtDAudpwSNdKAgh6.jpg', 'backdrop_path': '/kB0Y3uGe9ohJa59Lk8UO9cUOxGM.jpg'}",11000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.facebook.com/alienanthology/,348,tt0078748,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",23.37742,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Brandywine Productions', 'id': 19747}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",5/25/1979,104931801,117,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Espa??ol'}]",Released,In space no one can hear you scream.,Alien,FALSE,7.9,4564,1979,9.539254636,alien/space/space/robot/robot/time_travel/monster/,8.5,688776,http://image.tmdb.org/t/p/w185//2h00HrZs89SL3tXB4nbkiM7BKHs.jpg,,,,,4.25
582,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,280,tt0103064,en,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",22.661695,"[{'name': 'Lightstorm Entertainment', 'id': 574}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Canal+', 'id': 5358}, {'name': 'Carolco Pictures', 'id': 14723}, {'name': 'T2 Productions', 'id': 61409}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7/1/1991,520000000,137,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Espa??ol'}]",Released,It's nothing personal.,Terminator 2: Judgment Day,FALSE,7.7,4274,1991,5.2,robot/robot/time_travel/dystopian/,8.5,875941,http://image.tmdb.org/t/p/w185//2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg,,,,,4.25
3030,,60000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",http://thegreenmile.warnerbros.com/,497,tt0120689,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",19.96678,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Darkwoods Productions', 'id': 3982}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/10/1999,284600000,189,"[{'iso_639_1': 'fr', 'name': 'Fran?ºais'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Miracles do happen.,The Green Mile,FALSE,8.2,4166,1999,4.743333333,robot/robot/super/dystopian/fantasy/,8.5,967915,http://image.tmdb.org/t/p/w185//3yJUlOtVa09CYJocwBU8eAryja0.jpg,,,,,4.25
16475,,,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",,122019,tt0054042,es,Macario,"Poor, hungry peasant Macario longs for just one good meal on the Day of the Dead. After his wife cooks a turkey for him, he meets three apparitions, the Devil, God, and Death. Each asks him to share his turkey, but he refuses all except Death. In return, Death gives him a bottle of water which will heal any illness. Soon, Macario is more wealthy than the village doctor, which draws the attention of the feared Inquisition",0.837614,"[{'name': 'Clasa Films Mundiales', 'id': 18010}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",5/9/1960,,91,"[{'iso_639_1': 'es', 'name': 'Espa??ol'}]",Released,"Macabre, haunting and wonderful",Macario,FALSE,7.3,9,1960,,dystopian/fantasy/,8.4,1908,http://image.tmdb.org/t/p/w185//6gPftbnqbw1weT2RskeZOwJiplm.jpg,,,,,4.2
20962,,,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",,20803,tt0070233,ru,?ÿ?????? ?Æ???ü?????î???????ç ???????Å???é ???Ç???ä???ü?ü???Ä,"Shurik Timofeev builds a working model of a time machine. By accident, Ivan Bunsha, an apartment complex manager, and George Miloslavsky, a petty burglar, are transferred to 16th century Moscow, while Tsar Ivan the Terrible goes into the year 1973.",4.700685,"[{'name': 'Mosfilm', 'id': 5120}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",9/17/1973,,93,"[{'iso_639_1': 'ru', 'name': 'P?â?ü?ü??????'}]",Released,,Ivan Vasilyevich Changes His Profession,FALSE,7.8,62,1973,,robot/robot/time_travel/,8.4,12634,http://image.tmdb.org/t/p/w185//rUQMIzCr0ZrZtydB4KnPv2laCzw.jpg,,,,,4.2
40355,,,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",,210737,tt0290937,ml,??»??ï??ª??ì??º???,"Ashokan (Mohanlal) goes on a trip to Nepal to meet his uncle (MS Thripunithura) who is settled there. To his surprise, his rival from his village Appukuttan (Jagathy) is already there impersonating him. He is unable to convince his uncle about the truth and gets kicked out of the house. While trying to find shelter he meets a young Nepalese boy (Sidharth Lama). Though they don't understand each others' language, they quickly form a bond. Meanwhile Ashokan is able to convince his cousin Aswathy (Madhubala) that Appukuttan is an imposter. Aswathy who is a student researching ancient Nepalese traditions realises that the young Nepalese boy is actually a Rimpoche, the spiritual leader of his tribe and is on the run from evil forces who want to banish him. Ashokan gets sucked in to the scenario unknowingly and ends up being the Rimpoche's protector.",0.80792,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",9/2/1992,,129,"[{'iso_639_1': 'ml', 'name': ''}, {'iso_639_1': 'ne', 'name': ''}]",Released,,Yodha,FALSE,8.3,5,1992,,dystopian/fantasy/,8.4,2633,http://image.tmdb.org/t/p/w185//xwzeax6vYvNH3fYwDJXH6sXZap2.jpg,,,,,4.2
2884,,26500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",,128,tt0119698,ja,?éé?ü«?ü«?üæ?º½,"Ashitaka, a prince of the disappearing Ainu tribe, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",17.166725,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Studio Ghibli', 'id': 10342}, {'name': 'Nibariki', 'id': 12516}, {'name': 'Nippon Television Network (NTV)', 'id': 20192}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",7/12/1997,159375308,134,"[{'iso_639_1': 'ja', 'name': 'µùÑµ£¼?¬?'}]",Released,The Fate Of The World Rests On The Courage Of One Warrior.,Princess Mononoke,FALSE,8.2,2041,1997,6.014162566,alien/robot/robot/fantasy/techno/,8.4,281812,http://image.tmdb.org/t/p/w185//gzlJkVfWV5VEG5xK25cvFGJgkDz.jpg,,,,,4.2
25178,,79000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,219343,tt2358592,kn,?????é????????»???,"A man suffering from insomnia is tricked into buying a drug, Lucia, that makes his desires come true in his dreams, blurring the line between fantasy and reality.",0.449582,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",10/19/2013,170000,136,"[{'iso_639_1': 'kn', 'name': '?????'}]",Released,,Lucia,FALSE,6.8,10,2013,2.151898734,fantasy/techno/,8.4,10120,http://image.tmdb.org/t/p/w185//sawUfDwuSEcApvtucHmDZnfIQL0.jpg,,,,,4.2
